x_values,y_values
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",D
"['C', 'Emin', 'D']",C
"['Emin', 'D', 'C']",G
"['D', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",D
"['C', 'Emin', 'D']",C
"['Emin', 'D', 'C']",G
"['D', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",D
"['C', 'Emin', 'D']",C
"['Emin', 'D', 'C']",G
"['D', 'C', 'G']",C
"['C', 'G', 'C']",Emin
"['G', 'C', 'Emin']",D
"['C', 'Emin', 'D']",C
"['Emin', 'D', 'C']",G
"['D', 'C', 'G']",Emin7
"['C', 'G', 'Emin7']",G
"['G', 'Emin7', 'G']",Emin7
"['Emin7', 'G', 'Emin7']",G
"['G', 'Emin7', 'G']",Emin7
"['Emin7', 'G', 'Emin7']",G
"['G', 'Emin7', 'G']",Emin7
"['Emin7', 'G', 'Emin7']",G
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",D
"['B', 'Bmin', 'D']",Cmin
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",D
"['B', 'Bmin', 'D']",Cmin
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",D
"['B', 'Bmin', 'D']",Cmin
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",E
"['B', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",Bmin
"['A', 'F#', 'Bmin']",E
"['F#', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",D
"['A', 'F#', 'D']",Cmin
"['F#', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",D
"['B', 'Bmin', 'D']",Cmin
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",D
"['B', 'Bmin', 'D']",Cmin
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",D
"['B', 'Bmin', 'D']",Cmin
"['Bmin', 'D', 'Cmin']",B
"['D', 'Cmin', 'B']",Bmin
"['Cmin', 'B', 'Bmin']",E
"['B', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",Bmin
"['A', 'F#', 'Bmin']",E
"['F#', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",D
"['A', 'F#', 'D']",Cmin
"['F#', 'D', 'Cmin']",D
"['D', 'Cmin', 'D']",Cmin
"['Cmin', 'D', 'Cmin']",D
"['D', 'Cmin', 'D']",Bmin
"['Cmin', 'D', 'Bmin']",E
"['D', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",Bmin
"['A', 'F#', 'Bmin']",E
"['F#', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",Bmin
"['A', 'F#', 'Bmin']",E
"['F#', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['E', 'A', 'F#']",Bmin
"['A', 'F#', 'Bmin']",E
"['F#', 'Bmin', 'E']",A
"['Bmin', 'E', 'A']",F#
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",F#min
"['A', 'G', 'F#min']",G
"['G', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",F#min
"['A', 'G', 'F#min']",G
"['G', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",F#min
"['G', 'D', 'F#min']",G
"['D', 'F#min', 'G']",D
"['F#min', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",Bmin
"['A', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",D
"['A', 'G', 'D']",G
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",A
"['A', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",D
"['A', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",D
"['A', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",F
"['A', 'G', 'F']",G
"['G', 'F', 'G']",Bb
"['F', 'G', 'Bb']",C
"['G', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Gmin
"['C', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",C
"['Gmin', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Gmin
"['C', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",C
"['Gmin', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Gmin
"['C', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",C
"['Gmin', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",D
"['A', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",D
"['A', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",F
"['A', 'G', 'F']",G
"['G', 'F', 'G']",Bb
"['F', 'G', 'Bb']",C
"['G', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Gmin
"['C', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",C
"['Gmin', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Gmin
"['C', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",C
"['Gmin', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Gmin
"['C', 'F', 'Gmin']",Bb
"['F', 'Gmin', 'Bb']",C
"['Gmin', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",G
"['D', 'A', 'G']",D
"['Emin', 'G', 'Emin']",G
"['G', 'Emin', 'G']",Emin
"['Emin', 'G', 'Emin']",G
"['G', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",C
"['G', 'A', 'C']",G
"['A', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",Emin
"['Amin', 'C', 'Emin']",G
"['C', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",C
"['G', 'A', 'C']",G
"['A', 'C', 'G']",D
"['C', 'G', 'D']",C
"['G', 'D', 'C']",G
"['D', 'C', 'G']",D
"['C', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",Eno3d
"['Amin', 'C', 'Eno3d']",Cno3d
"['C', 'Eno3d', 'Cno3d']",Eno3d
"['Eno3d', 'Cno3d', 'Eno3d']",Cno3d
"['Cno3d', 'Eno3d', 'Cno3d']",Eno3d
"['Eno3d', 'Cno3d', 'Eno3d']",Dno3d
"['Cno3d', 'Eno3d', 'Dno3d']",Cno3d
"['Eno3d', 'Dno3d', 'Cno3d']",Bno3d
"['Dno3d', 'Cno3d', 'Bno3d']",A
"['Cno3d', 'Bno3d', 'A']",C
"['Bno3d', 'A', 'C']",G
"['A', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['Dmin', 'C', 'G']",Gmin
"['C', 'G', 'Gmin']",Dmin
"['G', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Gmin
"['C', 'G', 'Gmin']",Dmin
"['G', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Gmin
"['C', 'G', 'Gmin']",Dmin
"['G', 'Gmin', 'Dmin']",C
"['Gmin', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",Bb
"['Dmin', 'C', 'Bb']",C
"['C', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Bb
"['C', 'F', 'Bb']",Dmin
"['F', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bmin
"['C', 'G', 'Bmin']",G
"['G', 'Bmin', 'G']",Gb
"['Bmin', 'G', 'Gb']",Gbmin
"['G', 'Gb', 'Gbmin']",E
"['Gb', 'Gbmin', 'E']",G
"['Gbmin', 'E', 'G']",Gb
"['E', 'G', 'Gb']",Bmin
"['G', 'Gb', 'Bmin']",G
"['Gb', 'Bmin', 'G']",Gb
"['Bmin', 'G', 'Gb']",Gbmin
"['G', 'Gb', 'Gbmin']",E
"['Gb', 'Gbmin', 'E']",G
"['Gbmin', 'E', 'G']",Gb
"['E', 'G', 'Gb']",Dmin
"['G', 'Gb', 'Dmin']",C
"['Gb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bb
"['C', 'G', 'Bb']",Dmin
"['G', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G/C
"['Dmin', 'C', 'G/C']",Bb
"['C', 'G/C', 'Bb']",Dmin
"['G/C', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",Bb
"['Dmin', 'C', 'Bb']",C
"['C', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Bb
"['C', 'F', 'Bb']",Dmin
"['F', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bb
"['C', 'G', 'Bb']",Dmin
"['G', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bb
"['C', 'G', 'Bb']",Dmin
"['G', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bb
"['C', 'G', 'Bb']",Dmin
"['G', 'Bb', 'Dmin']",C
"['Bb', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bb
"['C', 'G', 'Bb']",Dmin
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Cmaj7
"['Emin', 'Gmaj7', 'Cmaj7']",Gmaj7
"['Gmaj7', 'Cmaj7', 'Gmaj7']",Amin
"['Cmaj7', 'Gmaj7', 'Amin']",Cmaj7
"['Gmaj7', 'Amin', 'Cmaj7']",G
"['Amin', 'Cmaj7', 'G']",Emin
"['Cmaj7', 'G', 'Emin']",Gmaj7
"['G', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Cmaj7
"['Emin', 'Gmaj7', 'Cmaj7']",Gmaj7
"['Gmaj7', 'Cmaj7', 'Gmaj7']",Amin
"['Cmaj7', 'Gmaj7', 'Amin']",Cmaj7
"['Gmaj7', 'Amin', 'Cmaj7']",G
"['Amin', 'Cmaj7', 'G']",Emin
"['Cmaj7', 'G', 'Emin']",Gmaj7
"['G', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['Gmaj7', 'Emin', 'Gmaj7']",Emin
"['Emin', 'Gmaj7', 'Emin']",Gmaj7
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['Bb', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bb
"['F', 'C', 'Bb']",Dmin
"['C', 'Bb', 'Dmin']",F
"['C#', 'E', 'D#']",C
"['E', 'D#', 'C']",C#
"['D#', 'C', 'C#']",E
