x_values,y_values
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",Emin
"['F', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",Emin
"['F', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",F
"['Emin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",Emin
"['F', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Cmaj7', 'C', 'Cmaj7']",C
"['C', 'Cmaj7', 'C']",G
"['Cmaj7', 'C', 'G']",D
"['C', 'G', 'D']",Emin
"['G', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",Amin
"['D', 'Emin', 'Amin']",D
"['Emin', 'Amin', 'D']",G
"['Amin', 'D', 'G']",C
"['D', 'G', 'C']",Cmaj7
"['G', 'C', 'Cmaj7']",C
"['C', 'Cmaj7', 'C']",G
"['Cmaj7', 'C', 'G']",Cmaj7
"['C', 'G', 'Cmaj7']",C
"['G', 'Cmaj7', 'C']",Amin7
"['Cmaj7', 'C', 'Amin7']",Emin
"['C', 'Amin7', 'Emin']",G
"['Amin7', 'Emin', 'G']",Cmaj7
"['Emin', 'G', 'Cmaj7']",C
"['G', 'Cmaj7', 'C']",Amin7
"['Cmaj7', 'C', 'Amin7']",G
"['C', 'Amin7', 'G']",C
"['Amin7', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",Amin7
"['G', 'C', 'Amin7']",G
"['C', 'Amin7', 'G']",C
"['Amin7', 'G', 'C']",Amin7
"['G', 'C', 'Amin7']",D
"['C', 'Amin7', 'D']",G
"['Amin7', 'D', 'G']",C
"['D', 'G', 'C']",Amin
"['G', 'C', 'Amin']",C
"['C', 'Amin', 'C']",G
"['Amin', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",Amin
"['G', 'C', 'Amin']",G
"['C', 'Amin', 'G']",Cmaj7
"['Amin', 'G', 'Cmaj7']",C
"['G', 'Cmaj7', 'C']",Amin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Amin
"['D', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",G
"['D', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",D
"['Amin', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",Amin
"['D', 'Emin', 'Amin']",G
"['Emin', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",G
"['D', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",D
"['Amin', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Amin
"['G', 'D', 'Amin']",G
"['D', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",G
"['D', 'Amin', 'G']",D
"['Amin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",Emin
"['Amin', 'C', 'Emin']",D
"['C', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",Emin
"['D', 'Amin', 'Emin']",G
"['Amin', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",D
"['Amin', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['Amin', 'C', 'G']",D
"['C', 'G', 'D']",Amin
"['G', 'D', 'Amin']",C
"['D', 'Amin', 'C']",G
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",G
"['Bb', 'C', 'G']",D
"['C', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",C
"['C', 'D', 'C']",G
"['D', 'C', 'G']",C
"['C', 'G', 'C']",A
"['G', 'C', 'A']",D
"['C', 'A', 'D']",C
"['A', 'D', 'C']",D
"['D', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",C
"['C', 'D', 'C']",G
"['D', 'C', 'G']",C
"['C', 'G', 'C']",A
"['G', 'C', 'A']",D
"['C', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",C
"['D', 'A', 'C']",D
"['A', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",G
"['C', 'D', 'G']",D
"['D', 'G', 'D']",Bb
"['G', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['E', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",E
"['D', 'A', 'E']",D
"['A', 'E', 'D']",A
"['E', 'D', 'A']",E
"['D', 'A', 'E']",D
"['A', 'E', 'D']",E
"['E', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",Bmin
"['D', 'A', 'Bmin']",D
"['A', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",E
"['A', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",E
"['D', 'A', 'E']",D
"['A', 'E', 'D']",E
"['E', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",Bmin
"['D', 'A', 'Bmin']",D
"['A', 'Bmin', 'D']",E
"['Bmin', 'D', 'E']",G
"['D', 'E', 'G']",D
"['E', 'G', 'D']",E
"['G', 'D', 'E']",G
"['D', 'E', 'G']",D
"['E', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",E
"['A', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",E
"['D', 'A', 'E']",D
"['A', 'E', 'D']",E
"['E', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",D
"['D', 'A', 'D']",E
"['A', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",E
"['D', 'A', 'E']",D
"['A', 'E', 'D']",E
"['E', 'D', 'E']",D
"['D', 'E', 'D']",A
"['E', 'D', 'A']",Bmin
"['D', 'A', 'Bmin']",D
"['Amin7', 'Emin', 'Gmaj7']",Amin
"['Emin', 'Gmaj7', 'Amin']",Cmaj7
"['Gmaj7', 'Amin', 'Cmaj7']",Emin7
"['Amin', 'Cmaj7', 'Emin7']",Cmaj7
"['Cmaj7', 'Emin7', 'Cmaj7']",Amin7
"['Emin7', 'Cmaj7', 'Amin7']",Cmaj7
"['Cmaj7', 'Amin7', 'Cmaj7']",Emin7
"['Amin7', 'Cmaj7', 'Emin7']",Cmaj7
"['Cmaj7', 'Emin7', 'Cmaj7']",Amin7
"['Emin7', 'Cmaj7', 'Amin7']",Cmaj7
"['Cmaj7', 'Amin7', 'Cmaj7']",Amin7
"['Amin7', 'Cmaj7', 'Amin7']",Emin7
"['Cmaj7', 'Amin7', 'Emin7']",F#min
"['Amin7', 'Emin7', 'F#min']",Amin
"['Emin7', 'F#min', 'Amin']",F#min
"['F#min', 'Amin', 'F#min']",Cmin
"['Amin', 'F#min', 'Cmin']",B
"['F#min', 'Cmin', 'B']",Cmaj7
"['Cmin', 'B', 'Cmaj7']",Amin7
"['B', 'Cmaj7', 'Amin7']",Cmaj7
"['Cmaj7', 'Amin7', 'Cmaj7']",Emin7
"['Amin7', 'Cmaj7', 'Emin7']",Cmaj7
"['Cmaj7', 'Emin7', 'Cmaj7']",Amin7
"['Emin7', 'Cmaj7', 'Amin7']",Cmaj7
"['Cmaj7', 'Amin7', 'Cmaj7']",Amin7
"['Amin7', 'Cmaj7', 'Amin7']",Emin7
"['Cmaj7', 'Amin7', 'Emin7']",F#min
"['Amin7', 'Emin7', 'F#min']",Amin
"['Emin7', 'F#min', 'Amin']",F#min
"['F#min', 'Amin', 'F#min']",Cmin
"['Amin', 'F#min', 'Cmin']",B
"['F#min', 'Cmin', 'B']",Amin7
"['Cmin', 'B', 'Amin7']",Emin7
"['B', 'Amin7', 'Emin7']",F#min
"['Amin7', 'Emin7', 'F#min']",Amin
"['Emin7', 'F#min', 'Amin']",F#min
"['F#min', 'Amin', 'F#min']",Cmin
"['Amin', 'F#min', 'Cmin']",B
"['F#min', 'Cmin', 'B']",Cmaj7
"['Cmin', 'B', 'Cmaj7']",Amin7
"['B', 'Cmaj7', 'Amin7']",Emin7
"['Cmaj7', 'Amin7', 'Emin7']",Dmin7
"['Amin7', 'Emin7', 'Dmin7']",Cmaj7
"['Emin7', 'Dmin7', 'Cmaj7']",Amin
"['Dmin7', 'Cmaj7', 'Amin']",Emin7
"['Cmaj7', 'Amin', 'Emin7']",Dmin7
"['Amin', 'Emin7', 'Dmin7']",G7
"['Emin7', 'Dmin7', 'G7']",Cmaj7
"['Dmin7', 'G7', 'Cmaj7']",Amin7
"['G7', 'Cmaj7', 'Amin7']",Emin7
"['Cmaj7', 'Amin7', 'Emin7']",Dmin7
"['Amin7', 'Emin7', 'Dmin7']",G7
"['Emin7', 'Dmin7', 'G7']",Cmaj7
"['Dmin7', 'G7', 'Cmaj7']",Amin7
"['G7', 'Cmaj7', 'Amin7']",Emin7
"['Cmaj7', 'Amin7', 'Emin7']",Dmin7
"['Amin7', 'Emin7', 'Dmin7']",G7
"['Emin7', 'Dmin7', 'G7']",Amin7
"['Dmin7', 'G7', 'Amin7']",Emin7
"['G7', 'Amin7', 'Emin7']",F#min
"['Amin7', 'Emin7', 'F#min']",Amin
"['Emin7', 'F#min', 'Amin']",F#min
"['F#min', 'Amin', 'F#min']",Cmin
"['Amin', 'F#min', 'Cmin']",B
"['F#min', 'Cmin', 'B']",B7
"['Cmin', 'B', 'B7']",Amin7
"['B', 'B7', 'Amin7']",Emin7
"['B7', 'Amin7', 'Emin7']",F#min
"['Amin7', 'Emin7', 'F#min']",Amin
"['Emin7', 'F#min', 'Amin']",F#min
"['F#min', 'Amin', 'F#min']",Cmin
"['Amin', 'F#min', 'Cmin']",B
"['F#min', 'Cmin', 'B']",B7
"['Cmin', 'B', 'B7']",Amin7
"['D', 'F', 'C']",D
"['F', 'C', 'D']",F
"['C', 'D', 'F']",C
"['D', 'F', 'C']",D
"['F', 'C', 'D']",F
"['C', 'D', 'F']",C
"['D', 'F', 'C']",D
"['F', 'C', 'D']",F
"['C', 'D', 'F']",C
"['D', 'F', 'C']",D
"['F', 'C', 'D']",Emin
"['C', 'D', 'Emin']",D
"['D', 'Emin', 'D']",F
"['Emin', 'D', 'F']",C
"['D', 'F', 'C']",D
"['F', 'C', 'D']",F
"['C', 'D', 'F']",C
"['D', 'F', 'C']",D
"['F', 'C', 'D']",Emin
"['C', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",C
"['Emin', 'D', 'C']",F
"['D', 'C', 'F']",G
"['C', 'F', 'G']",D
"['F', 'G', 'D']",C
"['G', 'D', 'C']",F
"['D', 'C', 'F']",G
"['C', 'F', 'G']",D
"['F', 'G', 'D']",C
"['G', 'D', 'C']",F
"['D', 'C', 'F']",G
"['C', 'F', 'G']",D
"['F', 'G', 'D']",C
"['G', 'D', 'C']",F
"['D', 'C', 'F']",G
"['C', 'F', 'G']",A
"['F', 'G', 'A']",G
"['G', 'A', 'G']",A
"['A', 'G', 'A']",C
"['G', 'A', 'C']",D
"['A', 'C', 'D']",Bb
"['C', 'D', 'Bb']",D
"['D', 'Bb', 'D']",Bb
"['Bb', 'D', 'Bb']",D
"['D', 'Bb', 'D']",Bb
"['Bb', 'D', 'Bb']",D
"['D', 'Bb', 'D']",Emin
"['Bb', 'D', 'Emin']",D
"['D', 'Emin', 'D']",C
"['Emin', 'D', 'C']",F
"['D', 'C', 'F']",G
"['C', 'F', 'G']",D
"['F', 'G', 'D']",C/E
"['G', 'D', 'C/E']",F
"['D', 'C/E', 'F']",G
"['C/E', 'F', 'G']",D
"['F', 'G', 'D']",F
"['G', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['D', 'F', 'D']",F
"['F', 'D', 'F']",D
"['C', 'Bb', 'C']",Bb
"['Bb', 'C', 'Bb']",F
"['C', 'Bb', 'F']",Bb
"['Bb', 'F', 'Bb']",F
"['F', 'Bb', 'F']",Bb
"['Bb', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",F
"['F', 'Bb', 'F']",Bb
"['Bb', 'F', 'Bb']",F
"['F', 'Bb', 'F']",Bb
"['Bb', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",F
"['F', 'Bb', 'F']",Bb
"['Bb', 'F', 'Bb']",C
"['F', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",F
"['C', 'D', 'F']",E
"['D', 'F', 'E']",A
"['F', 'E', 'A']",D
"['E', 'A', 'D']",E
"['A', 'D', 'E']",A
"['D', 'E', 'A']",D
"['E', 'A', 'D']",G
"['A', 'D', 'G']",F
"['D', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",G
"['F', 'Bb', 'G']",F
"['Bb', 'G', 'F']",Bb
"['G', 'F', 'Bb']",F
"['F', 'Bb', 'F']",Bb
"['Bb', 'F', 'Bb']",C
"['F', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",D
"['C', 'F', 'C']",G
"['F', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",F
"['F', 'Amin', 'F']",G
"['Amin', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",F
"['G', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",F
"['F', 'Amin', 'F']",G
"['Amin', 'F', 'G']",F
"['F', 'G', 'F']",Amin
"['G', 'F', 'Amin']",G
"['F', 'Amin', 'G']",F
"['Amin', 'G', 'F']",Amin
"['G', 'F', 'Amin']",G
"['F', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",C
"['G', 'Amin', 'C']",G
"['Amin', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",F
"['C', 'G', 'F']",Amin
"['G', 'F', 'Amin']",G
"['F', 'Amin', 'G']",F
